MagicID,Name,CasterType,Type,MagicItemID,Level,CastingTime,RangeOfSpell,Components,Duration,Saves,NOTES
98,"Branding Smite",Paladin,Evocation,0,2,"1 bonus action",Self,"V, C","Up to 1 Minute",-,"The next time you hit a creature with a weapon attack before this spell ends, the weapon glemas with astral radiance as you strike. The attack deals an extra 2d6 radiant damage to the target, which becomes visible if it is invisible, and the target sheds dim light in a 5-foot radius and can't become invisible until the spell ends. When you cast this spell using a spell slot of 3rd level or higher, the extra damage increases by 1d6 for each slot level above 2nd."
99,"Calm Emotions","Bard, Cleric",Enchantment,0,2,"1 action","60 feet","V, S, C","Up to 1 Minute",Charisma,"You attempt to suppress strong emotions in a group of people. Each humanoid in a 20-foot-radius sphere centered on a point you choose within range must make a Charisma saving throw; a creature can choose to fail this saving throw if it wishes. If a creature fails its saving throw, choose one of the following two effects. You can suppress any effect causing a target to be charmed or frightened. When this spell ends, any suppressed effect resumes, provided that its duration has not expired in the meantime. Alternatively, you can make a target indifferent about creatures of your choice that it is hostile toward. This indifference ends if the target is attacked or harmed by a spell or if it witnesses any of its friends being harmed. When the spell ends, the creature becomes hostile again, unless the DM rules otherwise."
100,"Cloud of Daggers","Bard, Sorcerer, Warlock, Wizard",Conjuration,0,2,"1 action","60 feet","V, S, M, C","Up to 1 Minute",-,"You fill the air with spinning daggers in a cube 5 feet on each side, centered on a point you choose within range. A creature takes 4d4 slashing damage when it enters the spell's area for the first time on a turn or starts its turn there. When you cast this spell using a spell slot of 3rd level or higher, the damage increases by 2d4 for each slot level above 2nd."
101,"Continual Flame","Cleric, Wizard",Evocation,0,2,"1 action",Touch,"V, S, M","Until Dispelled",-,"Needed Marierial - Ruby Dust worth 50 gp, It is Consumed
A flame, equivalent in brightness to a torch, springs forth from an object that you touch. The effect looks like a regular flame, but it creates no heat and doesn't use oxygen. A continual flame can be covered or hidden but not smothered or quenched."
102,"Cordon of Arrows",Ranger,Transmutation,0,2,"1 action","5 Feet","V, S, M","8 hours",Dexterity,"Needed Material - four or more arrows or bolts
You plant four pieces of nonmagical ammunition - arrows or crossbow bolts - in the ground within range and lay magic upon them to protect an area. Until the spell ends, whenever a creature other than you comes within 30 feet of the ammunition for the first time on a turn or ends its turn there, one piece of ammunition flies up to strike it. The creature must succeed on a Dexterity saving throw or take 1d6 piercing damage. The piece of ammunition is then destroyed. The spell ends when no ammunition remains. When you cast this spell, you can designate any creatures you choose, and the spell ignores them. When you cast this spell using a spell slot of 3rd level or higher, the amount of ammunition that can be affected increases by two for each slot level above 2nd."
103,"Crown of Madness","Bard, Sorcerer, Warlock, Wizard",Enchantment,0,2,"1 action","120 feet","V, S, C","Up to 1 minute",Wisdom,"One humanoid of your choice that you can see within range must succeed on a Wisdom saving throw or become charmed by you for the duration. While the target is charmed in this way, a twisted crown of jagged iron appears on its head, and a madness glows in its eyes. The charmed target must use its action before moving on each of its turns to make a melee attack against a creature other than itself that you mentally choose. The target can act normally on its turn if you choose no creature or if none are within its reach. On your subsequent turns, you must use your action to maintain control over the target, or the spell ends. Also, the target can make a Wisdom saving throw at the end of each of its turns. On a success, the spell ends."
104,Darkness,"Sorcerer, Warlock, Wizard",Evocation,0,2,"1 action","60 feet","V, M, C","Up to 10 Minutes",-,"Needed Material - Bat fur nd a drop of pitch or piece of coal
Magical darkness spreads from a point you choose within range to fill a 15-foot radius sphere for the duration. The darkness spreads around corners. A creature with darkvision can't see through this darkness, and nonmagical light can't illuminate it. If the point you choose is on an object you are holding or one that isn't being worn or carried, the darkness emanates from the object and moves with it. Completely covering the source of the darkness with an opaque object, such as a bowl or a helm, blocks the darkness. If any of this spell's area overlaps with an area of light created by a spell of 2nd level or lower, the spell that created the light is dispelled."
105,Darkvision,"Druid, Ranger, Sorcerer, Wizard",Transmutation,0,2,"1 action",Touch,"V, S, M","8 hours",-,"Needed Material - Either a pinch of dried carrot or an agate
You touch a willing creature to grant it the ability to see in the dark. For the duration, that creature has darkvision out to a range of 60 feet."
106,"Detect Thoughts","Bard, Sorcerer, Wizard",Divination,0,2,"1 action",Self,"V, S, M, C","Up to 1 minute","Wisdom, Intelligence","Needed Material - Copper piece
The surface thoughts of any creature within 30 feet are revealed to you. This spell also allows you to detect the presence of thinking creatures you cannot see, and you must, either at the casting of the spell or as an action, detect the creature's presence first, if you cannot see it. The spell works through most barriers except 2 feet of stone, 2 inches of metal, or a thin sheet of lead. This spell does not work on creatures with Intelligence lower than 4 or ones that cannot use language; instead, you will sense nothing. You may also use an action to learn the surface thoughts of another creature, or to go deeper into one whose mind you've already touched. By going deeper, you can learn the target's emotional state, what's important to it in that moment, or the pattern of its logic. if you try to look deeper into a creature's mind, it makes a Wisdom saving throw and the spell ends if it succeeds. The creature will also know that you are there, even if it fails the save, and can make an Intelligence check contested by your own Intelligence check at the end of each of its turns to try and end your probing. If a creature whose thoughts you are reading moves more than 30 feet away from you, you can no longer detect its thoughts."
107,"Enhance Ability","Bard, Cleric, Druid, Sorcerer",Transmutation,0,2,"1 action",Touch,"V, S, M, C","Up to 1 hour",-,"You touch a creature and bestow upon it a magical enhancement. Choose one of the following effects: the target gains the effect until the spell ends. Bear's Endurance. The target has advantage on Constitution checks. It also gains 2d6 temporary hit points, which are lost when the spell ends. Bull's Strength. The target has advantage on Strength checks, and his or her carrying capacity doubles. Cat's Grace. The target has advantage on Dexterity checks. It also doesn't take damage from falling 20 feet or less if it isn't incapacitated. Eagle's Splendor. The target has advantage on Charisma checks. Fox's Cunning. The target thas advantage on Intelligence checks. Owl's Wisdom. The target has advantage on Wisdom checks. When you cast this spell using a spell slot of 3rd level or higher, you can target one additional creature for each slot level above 2nd."
108,Enlarge/Reduce,"Sorcerer, Wizard",Transmutation,0,2,"1 action","30 feet","V, S, M, C","Up to 1 minute",Constitution,"Needed material - a pinch of powdered iron
You cause a creature or an object you can see within range to grow larger or smaller for the duration. Choose either a creature or an object that is neither worn nor carried. If the target is unwilling, it can make a Constitution saving throw. On a success, the spell has no effect. If the target is a creature, everything it is wearing and carrying changes size with it. Any item dropped by an affected creature returns to normal size at once. Enlarge - The target's size doubles in all dimensions, and its weight is multiplied by eight. This growth increases its size by one category - from Medium to Large, for example. If there isn't enough room for the target to double its size, the creature or object attains the maximum possible size in the space available. Until the spell ends, the target also has advantage on Strength checks and Strength saving throws. The target's weapons also grow to match its new size. While these weapons are enlarged, the target's attack with them deal 1d4 extra damage. Reduce - The target's size is halved in all dimensions, and its weight is reduced to one-eighth of normal. This reduction decreases its size by one category - from Medium to Small, for example. Until the spell ends, the target also has disadvantage on Strength checks and Strength saving throws. The target's weapons also shrink to match its new size. While these weapons are reduced, the target's attacks with them deal 1d4 less damage (this can't reduce the damage below 1)."
109,Enthrall,"Bard, Warlock",Enchantment,0,2,"1 action","60 feet","V, S","1 minute",Wisdom,"You weave a distracting string of words, causing creatures of your choice that you can see within range and that can hear you to make a Wisdom saving throw. Any creature that can't be charmed succeeds on this saving throw automatically, and if you or your companions are fighting a creature, it has advantage on the save. On a failed save, the target has disadvantage on Wisdom (Perception) checks made to perceive any creature other than you until the spell ends or until the target can no longer hear you. The spell ends if you are incapacitated or can no longer speak."
110,"Find Steed",Paladin,Conjuration,0,2,"10 minutes","30 feet","V, S",Instantaneous,-,"You summon a spirit that assumes the form of an unusually intelligent, strong, and loyal steed, creating a long-lasting bond with it. Appearing in an unoccupied space within range, the steed takes on a form that you choose, such as a warhorse, a pony, a camel, an elk, or a mastiff. (Your DM might allow other animals to be summoned as steeds.) The steed has the statistics of the chosen form, though it is a celestial, fey, or fiend (your choice) instead of its normal type. Additionally, if your steed has an Intelligence of 5 or less, its Intelligence becomes 6, and it gains the ability to understand one language of your choice that you speak. Your steed serves you as a mount, both in combat and out, and you have an instinctive bond with it that allows you to fight as a seamless unit. While mounted on your steed, you can make any spell you cast that targets only you also target your steed. When the steed drops to 0 hit points, it disappears, leaving behind no physical form. You can also dismiss your steed at any time as an action, causing it to disappear. In either case, casting this spell again summons the same steed, restored to its hit point maximum. While your steed is within 1 mile of you, you can communicate with it telepathically. You can't have more than one steed bonded by this spell at a time. As an action, you can release the steed from its bond at any time, causing it to disappear."
111,"Find Traps","Cleric, Druid, Ranger",Divination,0,2,"1 action","120 feet","V, S",Instantaneous,-,"You sense the presence of any trap within range that is within line of sight. A trap, for the purpose of this spell, includes anything that would inflict a sudden or unexpected effect you consider harmful or undesirable, which was specifically intended as such by its creator. Thus, the spell would sense an area affected by the alarm spell, a glyph of warding, or a mechanical pit trap, but it would not reveal a natural weakness in the floor, an unstable ceiling, or a hidden sinkhole. This spell merely reveals that a trap is present. You don't learn the location of each trap, but you do learn the general nature of the danger posed by a trap you sense."
112,"Flame Blade",Druid,Evocation,0,2,"1 bonus action",Self,"V, S, M, C","Up to 10 Minutes","Attack roll","Needed Material - Leaf os Sumac
You evoke a fiery blade in your free hand. The blade is similar in size and shape to a scimitar, and it lasts for the duration. If you let go of the blade, it disappears, but you can evoke the blade again as a bonus action. You can use your action to make a melee spell attack with the fiery blade. On a hit, the target takes 3d6 fire damage. The flaming blade sheds bright light in a 10-foot radius and dim light for an additional 10 feet. When you cast this spell using a spell slot of 4th level or higher, the damage increases by 1d6 for every two slot levels above 2nd."
113,"Flaming Sphere",Druid,Conjuration,0,2,"1 action",Self,"V, S, M, C","Up to 10 minutes",Dexterity,"Needed Material - Leaf of Sumac
You evoke a fiery blade in your free hand. The blade is similar in size and shape to a scimitar, and it lasts for the duration. If you let go of the blade, it disappears, but you can evoke the blade again as a bonus action. You can use your action to make a melee spell attack with the fiery blade. On a hit, the target takes 3d6 fire damage. The flaming blade sheds bright light in a 10-foot radius and dim light for an additional 10 feet. When you cast this spell using a spell slot of 4th level or higher, the damage increases by 1d6 for every two slot levels above 2nd."
114,"Gentle Repose","Cleric, Wizard",Necromancy,0,2,"1 action",Touch,"V, S, M","10 days",-,"Ritual, Needed Material - Salt and Copper on corpse's eyes, must remain for duration
For the duration, the target is protected from decay and can't become undead. The spell also extends the time limit on raising the target from the dead from spells such as Raise Dead."
115,"Gust of Wind","Druid, Sorcerer, Wizard",Evocation,0,2,"1 action","Self (60-foot line)","V, S, M, C","Up to 1 Minute",Strength,"Needed Material - a legume seed
A line of strong wind 60 feet long and 10 feet wide blasts from you in a direction you choose for the spell's duration. Each creature that starts its turn in the line must succeed on a Strength saving throw or be pushed 15 feet away from you in a direction following the line. Any creature in the line must spend 2 feet of movement for every 1 foot it moves when moving closer to you. The gust disperses gas or vapor, and it extinguishes candles, torches, and similar unprotected flames in the area. It causes protected flames, such as those of lanterns, to dance wildly and has a 50 percent chance to extinguish them. As a bonus action on each of your turns before the spell ends, you can change the direction in which the line blasts from you."
116,"Heat Metal","Bard, Druid",Transmutation,0,2,"1 action","60 feet","V, S, M, C","Up to 1 minute",Constitution,"Choose a manufactured metal object, such as a metal weapon or a suit of heavy or medium metal armor, that you can see within range. You cause the object to glow red-hot. Any creature in physical contact with the object takes 2d8 fire damage when you cast the spell. Until the spell ends, you can use a bonus action on each of your subsequent turns to cause this damage again. If a creature is holding or wearing the object and takes the damage from it, the creature must succeed on a Constitution saving throw or drop the object if it can. If it doesn't drop the object, it has disadvantage on attack rolls and ability checks until the start of your next turn. When you cast this spell using a spell slot of 3rd level or higher, the damage increases by 1d8 for each slot level above 2nd."
117,"Hold Person","Bard, Cleric, Druid, Socerers, Warlock, Wizard",Enchantment,0,2,"1 action","60 feet","V, S, M, C","Up to 1 minute",Wisdom,"Needed Material - a small, straight piece of iron
Choose a humanoid that you can see within range. The target must succeed on a Wisdom saving throw or be paralyzed for the duration. At the end of each of its turns, the target can make another Wisdom saving throw. On a success, the spell ends on the target. When you cast this spell using a spell slot of 3rd level or higher, you can target one additional humanoid for each slot level above 2nd. The humanoids must be within 30 feet of each other when you target them."
118,Invisibility,"Bard, Sorcerer, Warlock, Wizard",Illusion,0,2,"1 action",Touch,"V, S, M, C","Up to 1 hour",-,"Needed Material - an eyelash encased in gum arabic
A creature you touch becomes invisible until the spell ends. Anything the target is wearing or carrying is invisible as long as it is on the target's person. The spell ends for a target that attacks or casts a spell. When you cast this spell using a spell slot of 3rd level or higher, you can target one additional creature for each slot level above 2nd."
119,Knock,"Bard, Sorcerer, Wizard",Transmutation,0,2,"1 action","60 feet",V,Instantaneous,-,"Choose an object that you can see within range. The object can be a door, a box, a chest, a set of manacles, a padlock, or another object that contains a mundane or magical means that prevents access. A target that is held shut by a mundane lock or that is stuck or barred becomes unlocked, unstuck, or unbarred. If the object has multiple locks, only one of them is unlocked. If you choose a target that is held shut with arcane lock, that spell is suppressed for 10 minutes, during which time the target can be opened and shut normally. When you cast the spell, a loud knock, audible from as far away as 300 feet, emanates from the target object."
120,"Lesser Restoration","Bard, Cleric, Druid, Paladin, Ranger",Abjuration,0,2,"1 action",Touch,"V, S",Instantaneous,-,"You touch a creature and can end either one disease or one condition afflicting it. The condition can be blinded, deafened, paralyzed, or poisoned."
121,Levitate,"Sorcerer, Wizard",Transmutation,0,2,"1 action","60 feet","V, S, M, C","Up to 10 minutes",Constitution,"Needed Material - either a small leather loop or a piece of golden wire nent into a cup shape with a long shank on one end
One creature or object of your choice that you can see within range rises vertically, up to 20 feet, and remains suspended there for the duration. The spell can levitate a target that weighs up to 500 pounds. An unwilling creature that succeeds on a Constitution saving throw is unaffected. The target can move only by pushing or pulling against a fixed object or surface within reach (such as a wall or a ceiling), which allows it to move as if it were climbing. You can change the target's altitude by up to 20 feet in either direction on your turn. If you are the target, you can move up or down as part of your move. Otherwise, you can use your action to move the target, which must remain within the spell's range. When the spell ends, the target floats gently to the ground if it is still aloft."
122,"Locate Animals or Plants","Bard, Druid, Ranger",Divination,0,2,"1 action",Self,"V, S, M",Instantaneous,-,"Ritual, Needed Material - Bloodhound fur
You sense the direction and distance to the nearest specifically named or described beast or plant within 5 miles."
123,"Locate Object","Bard, Cleric, Druid, Paladin, Ranger, Wizard",Divination,0,2,"1 action",Self,"V, S, M, C","Up to 10 Minutes",-,"Needed Material - a forked twig
Describe or name an object that is familiar to you. You sense the direction to the object's location, as long as that object is within 1,000 feet of you. If the object is in motion, you know the direction of its movement. The spell can locate a specific object known to you, as long as you have seen it up close - within 30 feet - at least once. Alternatively, the spell can locate the nearest object of a particular kind, such as a certain kind of apparel, jewelry, furniture, tool, or weapon. This spell can't locate an object if any thickness of lead, even a thin sheet, blocks a direct path between you and the object."
124,"Magic Mouth","Bard, Wizard",Illusion,0,2,"1 minute","30 feet","V, S, M","Until Dispelled",-,"Ritual, Needed Material - Honeycomb, 10 gp jade dust. Consumed on use
An object that isn't carried or worn delivers a message you speak to it under circumstances you describe. The message must be 25 words or less and take no longer than 10 minutes to deliver, and the circumstances that trigger the delivery must be visual and/or audible and occur within 30 feet of the object. If the object has no mouth, or anything that resembles a mouth, of its own, a magical mouth appears on the object to deliver the message in the exact voice you gave it. You can choose for the spell to end on its first delivery or to remain indefinitely."
125,"Magic Weapon","Paladin, Wizard",Transmutation,0,2,"1 bonus action",Touch,"V, S, C","Up to 1 hour",-,"You touch a nonmagical weapon. Until the spell ends, that weapon becomes a magic weapon with a +1 bonus to attack rolls and damage rolls. When you cast this spell using a spell slot of 4th level or higher, the bonus increases to +2. When you use a spell slot of 6th level or higher, the bonus increases to +3."
126,"Melf's Acid Arrow",Wizard,Evocation,0,2,"1 action","90 Feet","V, S, M",Instantaneous,"Attack roll","Needed Material - powdered rhubarb leaf and an adder's stomach
A shimmering green arrow streaks toward a target within range and bursts in a spray of acid. Make a ranged spell attack against the target. On a hit, the target takes 4d4 acid damage immediately and 2d4 acid damage at the end of its next turn. On a miss, the arrow splashes the target with acid for half as much of the initial damage and no damage at the end of its next turn. When you cast this spell using a spell slot of 3rd level or higher, the damage (both initial and later) increases by 1d4 for each slot level above 2nd."
127,"Mirror Image","Sorcerer, Warlock, Wizard",Illusion,0,2,"1 action",Self,"V, S","1 minute",-,"Three illusory duplicates of yourself appear in your space. Until the spell ends, the duplicates move with you and mimic your actions, shifting position so it's impossible to track which image is real. You can use your action to dismiss the illusory duplicates. Each time a creature targets you with an attack during the spell's duration, roll a d20 to determine whether the attack instead targets one of your duplicates. If you have three duplicates, you must roll a 6 or higher to change the attack's target to a duplicate. With two duplicates, you must roll an 8 or higher. With one duplicate, you must roll an 11 or higher. A duplicate's AC equals 10 + your Dexterity modifier. If an attack hits a duplicate, the duplicate is destroyed. A duplicate can be destroyed only by an attack that hits it. It ignores all other damage and effects. The spell ends when all three duplicates are destroyed. A creature is unaffected by this spell if it can't see, if it relies on senses other than sight, such as blindsight, or if it can perceive illusions as false, as with truesight."
128,"Misty Step","Sorcerer, Warlock, Wizard",Conjuration,0,2,"1 bonus action",Self,V,Instantaneous,-,"Briefly surrounded by silvery mist, you teleport up to 30 feet to an unoccupied space that you can see."
129,Moonbeam,Druid,Evocation,0,2,"1 action","120 feet","V, S, M, C","Up to 1 minute",Constitution,"Needed Material - Several Seeds of any Moonseed plant and a piece of opalescent feldspar
A silvery beam of pale light shines down in a 5-footradius, 40-foot-high cylinder centered on a point within range. Until the spell ends, dim light fills the cylinder. When a creature enters the spell's area for the first time on a turn or starts its turn there, it is engulfed in ghostly flames that cause searing pain, and it must make a Constitution saving throw. It takes 2d10 radiant damage on a failed save, or half as much damage on a successful one. A shapechanger makes its saving throw with disadvantage. If it fails, it also instantly reverts to its original form and can't assume a different form until it leaves the spell's light. On each of your turns after you cast this spell, you can use an action to move the beam 60 feet in any direction. When you cast this spell using aspell slot of 3rd level or higher, the damage increases by 1d1O for each slot level above 2nd."
130,"Nystul's Magic Aura",Wizard,Illusion,0,2,"1 action",Touch,"V, S, M","24 hours",-,"Needed Material - a small square of silk
You place an illusion on a creature or an object you touch so that divination spells reveal false information about it. The target can be a willing creature or an object that isn't being carried or worn by another creature. When you cast the spell, choose one or both of the following effects. The effect lasts for the duration. If you cast this spell on the same creature or object every day for 30 days, placing the same effect on it each time, the illusion lasts until it is dispelled. False Aura - You change the way the target appears to spells and magical effects, such as detect magic, that detect magical auras. You can make a nonmagical object appear magical, a magical object appear nonmagical, or change the object's magical aura so that it appears to belong to a specific school of magic that you choose. When you use this effect on an object, you can make the false magic apparent to any creature that handles the item. Mask - You change the way the target appears to spells and magical effects that detect creature types, such as a paladin's Divine Sense or the trigger of a sym bol spell. You choose a creature type and other spells and magical effects treat the target as if it were a creature of that type or of that alignment."
131,"Pass without Trace","Druid, Ranger",Abjuration,0,2,"1 action",Self,"V, S, M, C","Up to 1 hour",-,"Needed Material - ashes from a burned leaf of mistletoe and sprig of spruce
A veil of shadows and silence radiates from you, masking you and your companions from detection. For the duration, each creature you choose within 30 feet of you (including you) has a +10 bonus to Dexterity (Stealth) checks and can't be tracked except by magical means. A creature that receives this bonus leaves behind no tracks or other traces of its passage."
132,"Phantasmal Force","Bard, Sorcerer, Wizard",Illusion,0,2,"1 action","60 feet","V, S, M, C","Up to 1 minute",Intelligence,"Needed Material - a bit of fleece You craft an illusion that takes root in the mind of a creature that you can see within range. The target must make an Intelligence saving throw. On a failed save, you create a phantasmal object, creature, or other visible phenomenon of your choice that is no larger than a 10-foot cube and that is perceivable only to the target for the duration. This spell has no effect on undead or constructs. The phantasm includes sound, temperature, and other stimuli, also evident only to the creature. The target can use its action to examine the phantasm with an Intelligence (Investigation) check against your spell save DC. If the check succeeds, the target realizes that the phantasm is an illusion, and the spell ends. While a target is affected by the spell, the target treats the phantasm as if it were real. The target rationalizes any illogical outcomes from interacting with the phantasm. For example, a target attempting to walk across a phantasmal bridge that spans a chasm falls once it steps onto the bridge. If the target survives the fall, it still believes that the bridge exists and comes up with some other explanation for its fall - it was pushed, it slipped, or a strong wind might have knocked it off. An affected target is so convinced of the phantasm's reality that it can even take damage from the illusion. A phantasm created to appear as a creature can attack the target. Similarly, a phantasm created to appear as fire, a pool of acid, or lava can burn the target. Each round on your turn, the phantasm can deal 1d6 psychic damage to the target if it is in the phantasm's area or within 5 feet of the phantasm, provided that the illusion is of a creature or hazard that could logically deal damage, such as by attacking. The target perceives the damage as a type appropriate to the illusion."
133,"Prayer of Healing",Cleric,Evocation,0,2,"10 minutes","30 feet",V,Instantaneous,-,"Up to six creatures of your choice that you can see within range each regain hit points equal to 2d8 + your spellcasting ability modifier. This spell has no effect on undead or constructs. When you cast this spell using a spell slot of 3rd level or higher, the healing increases by 1d8 for each slot level above 2nd."
134,"Protection from Poison","Cleric, Druid, Paladin, Ranger",Abjuration,0,2,"1 action",Touch,"V, S","1 hour",-,"You touch a creature. If it is poisoned, you neutralize the poison. If more than one poison afflicts the target, you neutralize one poison that you know is present, or you neutralize one at random. For the duration, the target has advantage on saving throws against being poisoned, and it has resistance to poison damage."
135,"Ray of Enfeeblement","Warlock, Wizard",Necromancy,0,2,"1 action","60 feet","V, S, C","Up to 1 minute",Constitution,"A black beam of enervating energy springs from your finger toward a creature within range. Make a ranged spell attack against the target. On a hit, the target deals only half damage with weapon attacks that use Strength until the spell ends. At the end of each of the target's turns, it can make a Constitution saving throw against the spell. On a success, the spell ends."
136,"Rope Trick",Wizard,Transmutation,0,2,"1 action",Touch,"V, S, M","1 hour",-,"You touch a length of rope that is up to 60 feet long. One end of the rope then rises into the air until the whole rope hangs perpendicular to the ground. At the upper end of the rope, an invisible entrance opens to an extradimensional space that lasts until the spell ends. The extradimensional space can be reached by climbing to the top of the rope. The space can hold as many as eight Medium or smaller creatures. The rope can be pulled into the space, making the rope disappear from view outside the space.Attacks and spells can't cross through the entrance into or out of the extradimensional space, but those inside can see out of it as if through a 3-foot-by-5-foot window centered on the rope. Anything inside the extradimensional space drops out when the spell ends."
137,"Scorching Ray",Sorcerer,Evocation,0,2,"1 action","120 Feet","V, S",Instantaneous,"Attack roll","You create three rays of fire and hurl them at targets within range. You can hurl them at one target or several. Make a ranged spell attack for each ray. On a hit, the target takes 2d6 fire damage. When you cast this spell using a spell slot of 3rd level or higher, you create one additional ray for each slot level above 2nd."
138,"See Invisibility","Bard, Sorcerer, Wizard",Divination,0,2,"1 action",Self,"V, S, M","1 hour",-,"Needed Material - a pinch of talc and a small sprinkling of powdered silver
For the duration, you see invisible creatures and objects as if they were visible, and you can see into the Ethereal Plane. Ethereal creatures and objects appear ghostly and translucent."
139,Shatter,"Bard, Sorcerer, Warlock, Wizard",Evocation,0,2,"1 action","60 Feet","V, S, M",Instantaneous,Constitution,"Needed Material - a chip of mica
A sudden loud ringing noise, painfully intense, erupts from a point of your choice within range. Each creature in a 10-foot-radius sphere centered on that point must make a Constitution saving throw. A creature takes 3d8 thunder damage on a failed save, or half as much damage on a successful one. A creature made of inorganic material such as stone, crystal, or metal has disadvantage on this saving throw. A nonmagical object that isn't being worn or carried also takes the damage if it's in the spell's area. When you cast this spell using a spell slot of 3rd level or higher, the damage increases by 1d8 for each slot level above 2nd."
140,Silence,"Bard, Cleric, Ranger",Illusion,0,2,"1 action","120 feet","V, S, C","Up to 10 minutes",-,"Ritual, Within a 20-foot-radius sphere, no sounds can be made or heard. Creatures within the sphere are effectively deafened, cannot cast spells with a verbal component, and are immune to thunder damage."
141,"Spider Climb","Sorcerer, Warlock, Wizard",Transmutation,0,2,"1 action",Touch,"V, S, M, C","Up to 1 hour",-,"Needed Material - a drop of bitumen and a spider
Until the spell ends, one willing creature you touch gains the ability to move up, down, and across vertical surfaces and upside down along ceilings, while leaving its hands free. The target also gains a climbing speed equal to its walking speed."
142,"Spike Growth","Druid, Ranger",Transmutation,0,2,"1 action","150 Feet","V, S, M, C","Up to 10 minutes",-,"Needed Material - Seven sharp thorns or seven small twigs, each sharpened to a point
The ground in a 20-foot radius centered on a point within range twists and sprouts hard spikes and thorns. The area becomes difficult terrain for the duration. When a creature moves into or within the area, it takes 2d4 piercing damage for every 5 feet it travels. The transformation of the ground is camouflaged to look natural. Any creature that can't see the area at the time the spell is case must make a Wisdom (Perception) check against your spell save DC to recognize the terrain as hazardous before entering it."
143,"Spiritual Weapon",Cleric,Evocation,0,2,"1 bonus action","60 Feet","V, S","1 minute","Attack roll","You create a floating, spectral weapon within range that lasts for the duration or until you cast this spell again. When you cast the spell, you can make a melee spell attack against a creature within 5 feet of the weapon. On a hit, the target takes force damage equal to 1d8 + your spellcasting ability modifier. As a bonus action on your turn, you can move the weapon up to 20 feet and repeat the attack against a creature within 5 feet of it. The weapon can take whatever form you choose. Clerics of deities who are associated with a particular weapon (as St. Cuthbert is known for his mace and Thor for his hammer) make this spell's effect resemble that weapon. When you cast this spell using a spell slot of 3rd level or higher, the damage increases by 1d8 for every two slot levels above the 2nd."
144,Suggestion,"Bard, Sorcerer, Warlock, Wizard",Enchantment,0,2,"1 action","30 Feet","V, M, C","Up to 8 hours",Wisdom,"Needed Material - a snake's tongue and either a bit of honeycomb or a drop of sweet oil
You suggest a course of activity (limited to a sentence or two) and magically influence a creature you can see within range that can hear and understand you. Creatures that can't be charmed are immune to this effect. The suggestion must be worded in such a manner as to make the course of action sound reasonable. Asking the creature to stab itself, throw itself onto a spear, immolate itself, or do some other obviously harmful act ends the spell. The target must make a Wisdom saving throw. On a failed save, it purses the course of action you described to the best of its ability. The suggested course of action can continue for the entire duration. If the suggested activity can be completed in a shorter time, the spell ends when the subject finishes what it was asked to do. You can also specify conditions that will trigger a special activity during the duration. For example, you might suggest that a knight give her warhorse to the first beggar she meets. If the condition isn't met before the spell expires, the activity isn't preformed. If you or any of your companions damage the target, the spell ends."
145,"Warding Bond",Cleric,Abjuration,0,2,"1 action",Touch,"V, S, M","1 hour",-,"Needed Material - A pair of Platinum rings at least 50 gp each, which you and target must wear for the duration
This spell wards a willing creature you touch and creates a mystic connection between you and the target until the spell ends. While the target is within 60 feet of you, it gains a +1 bonus to AC and saving throws, and it has resistance to all damage. Also, each time it takes damage, you take the same amount of damage. The spell ends if you drop to 0 hit points or if you and the target become separated by more than 60 feet. It also ends if the spell is cast again on either of the connected creatures. You can also dismiss the spell as an action."
146,Web,"Sorcerer, Wizard",Conjuration,0,2,"1 action","60 Feet","V, S, M, C","Up to 1 hour",Dexterity,"Needed Material - a bit of spiderweb
You conjure a mass of thick, sticky webbing at a point of your choice within range. The webs fill a 20-foot cube from that point for the duration. The webs are difficult terrain and lightly obscure their area. If the webs aren't anchored between two solid masses (such as walls or trees) or layered across a floor, wall, or ceiling, the conjured web collapses on itself, and the spell ends at the start of your next turn. Webs layered over a flat surface have a depth of 5 feet. Each creature that starts its turn in the webs or that enters them during its turn must make a Dexterity saving throw. On a failed save, the creature is restrained as long as it remains in the webs or until it breaks free. A creature restrained by the webs can use its action to make a Strength check against your spell save DC. If it succeeds, it is no longer restrained. The webs are flammable. Any 5-foot cube of webs exposed to fire burns away in 1 round, dealing 2d4 fire damage to any creature that starts its turn in the fire."
147,"Zone of Truth","Bard, Cleric, Paladin",Enchantment,0,2,"1 action","60 Feet","V, S","10 minutes",Charisma,"You create a magical zone that guards against deception in a 15-foot-radius sphere centered on a point of your choice within range. Until the spell ends, a creature that enters the spell's area for the first time on a turn or starts its turn there must make a Charisma saving throw. On a failed save, a creature can't speak a deliberate lie while in the radius. You know whether each creature succeeds or fails on its saving throw. An affected creature is aware of the spell and can thus avoid answering questions to which it would normally respond with a lie. Such creatures can be evasive in its answers as long as it remains within the boundaries of the truth."
